Timestamp,shoulder joint X,shoulder joint Y,shoulder joint Z,elbow joint X,elbow joint Y,elbow joint Z,wrist joint X,wrist joint Y,wrist joint Z
0.002059221,2.68,2.72,-153.52,-1.53,3.59,-4.41,-0.78,2.42,-33.73
0.011355400085449219,2.69,2.74,-153.57,-1.53,3.6,-4.41,-0.78,2.43,-33.74
0.032499074935913086,2.7,2.76,-153.62,-1.53,3.6,-4.41,-0.78,2.44,-33.75
0.040760040283203125,2.72,2.78,-153.72,-1.54,3.59,-4.41,-0.77,2.46,-33.77
0.052118778228759766,2.73,2.78,-153.76,-1.55,3.59,-4.41,-0.77,2.46,-33.79
0.074864626,2.74,2.78,-153.87,-1.55,3.59,-4.41,-0.76,2.43,-33.81
0.076924086,2.75,2.78,-153.93,-1.54,3.59,-4.4,-0.74,2.41,-33.81
0.077924013,2.75,2.79,-153.99,-1.52,3.59,-4.39,-0.73,2.39,-33.81
0.10309863090515137,2.76,2.8,-154.05,-1.5,3.57,-4.38,-0.72,2.37,-33.81
0.12932538986206055,2.77,2.8,-154.11,-1.48,3.56,-4.36,-0.7,2.35,-33.8
0.15256285667419434,2.79,2.79,-154.3,-1.47,3.57,-4.3,-0.69,2.37,-33.77
0.16127347946166992,2.79,2.79,-154.38,-1.47,3.58,-4.29,-0.7,2.4,-33.78
0.17023324966430664,2.78,2.79,-154.44,-1.48,3.59,-4.28,-0.72,2.43,-33.79
0.1838207244873047,2.77,2.78,-154.5,-1.5,3.6,-4.28,-0.74,2.44,-33.8
0.18768572807312012,2.76,2.78,-154.55,-1.5,3.61,-4.29,-0.73,2.45,-33.81
0.19762873649597168,2.76,2.78,-154.64,-1.5,3.62,-4.29,-0.71,2.45,-33.83
0.21517252922058105,2.76,2.8,-154.68,-1.49,3.62,-4.28,-0.69,2.44,-33.83
0.21632671356201172,2.82,2.82,-154.81,-1.44,3.61,-4.23,-0.62,2.42,-33.82
0.23054289817810059,2.86,2.8,-154.97,-1.42,3.61,-4.21,-0.6,2.44,-33.83
0.24137353897094727,2.85,2.79,-155.03,-1.42,3.62,-4.21,-0.6,2.45,-33.85
0.24715900421142578,2.86,2.78,-155.09,-1.42,3.64,-4.22,-0.59,2.46,-33.87
0.262162447,2.85,2.78,-155.16,-1.42,3.65,-4.23,-0.59,2.48,-33.89
0.27428245544433594,2.86,2.77,-155.21,-1.42,3.66,-4.24,-0.58,2.49,-33.91
0.2752859592437744,2.85,2.77,-155.31,-1.4,3.67,-4.26,-0.55,2.5,-33.95
0.2902562618255615,2.85,2.78,-155.37,-1.39,3.68,-4.26,-0.53,2.49,-33.97
0.3002629280090332,2.85,2.77,-155.41,-1.38,3.69,-4.26,-0.52,2.51,-33.98
0.316894531,2.86,2.77,-155.46,-1.37,3.7,-4.26,-0.51,2.51,-33.99
0.3264184,2.87,2.77,-155.51,-1.36,3.71,-4.27,-0.5,2.51,-34.01
0.3452873229980469,2.87,2.78,-155.57,-1.36,3.71,-4.28,-0.5,2.52,-34.04
0.3806023597717285,2.88,2.76,-155.62,-1.37,3.73,-4.29,-0.52,2.53,-34.06
0.384108305,2.88,2.76,-155.67,-1.37,3.74,-4.3,-0.53,2.55,-34.09
0.39409732818603516,2.88,2.75,-155.72,-1.37,3.74,-4.31,-0.55,2.56,-34.11
0.4012432098388672,2.87,2.76,-155.78,-1.37,3.74,-4.32,-0.55,2.57,-34.12
0.41081690788269043,2.86,2.75,-155.82,-1.37,3.74,-4.32,-0.56,2.57,-34.13
0.42838048934936523,2.85,2.75,-155.93,-1.36,3.74,-4.31,-0.57,2.6,-34.14
0.4295485019683838,2.84,2.75,-155.98,-1.37,3.73,-4.31,-0.58,2.62,-34.16
0.4398071765899658,2.82,2.76,-156.04,-1.37,3.73,-4.32,-0.58,2.62,-34.17
0.4782125949859619,2.79,2.76,-156.23,-1.4,3.75,-4.37,-0.59,2.6,-34.26
0.4856741428375244,2.78,2.77,-156.27,-1.4,3.74,-4.38,-0.59,2.6,-34.3
0.5592241287231445,2.78,2.79,-156.31,-1.4,3.72,-4.4,-0.59,2.58,-34.32
0.5648729801177979,2.78,2.79,-156.35,-1.39,3.71,-4.41,-0.59,2.58,-34.35
0.5790259838104248,2.78,2.82,-156.4,-1.39,3.7,-4.41,-0.59,2.58,-34.37
0.5908493995666504,2.79,2.83,-156.46,-1.36,3.68,-4.42,-0.57,2.56,-34.38
0.660334587,2.79,2.84,-156.52,-1.34,3.68,-4.41,-0.56,2.55,-34.38
0.6652464866638184,2.79,2.83,-156.58,-1.32,3.66,-4.41,-0.56,2.53,-34.38
0.6796238422393799,2.81,2.77,-156.84,-1.35,3.65,-4.4,-0.62,2.5,-34.42
0.6796238422393799,2.75,2.7,-157.23,-1.33,3.74,-4.35,-0.56,2.55,-34.45
0.6953763961791992,2.75,2.7,-157.27,-1.39,3.81,-4.37,-0.58,2.67,-34.5
0.7012121677398682,2.75,2.7,-157.28,-1.42,3.86,-4.4,-0.59,2.72,-34.54
0.7097277641296387,2.76,2.72,-157.27,-1.46,3.92,-4.47,-0.58,2.77,-34.63
0.7378659248352051,2.77,2.73,-157.26,-1.46,3.94,-4.49,-0.56,2.77,-34.66
0.7742395401000977,3.02,2.69,-157.41,-1.37,4.03,-4.58,-0.41,2.75,-34.83
0.7836949825286865,3.03,2.66,-157.5,-1.35,4.03,-4.59,-0.4,2.75,-34.85
0.8088870048522949,3.05,2.64,-157.59,-1.34,4.05,-4.59,-0.38,2.75,-34.86
0.8111922740936279,3.06,2.6,-157.68,-1.33,4.08,-4.59,-0.38,2.76,-34.87
0.8651626110076904,3.05,2.56,-157.76,-1.31,4.1,-4.58,-0.37,2.79,-34.87
0.8732306957244873,3.03,2.53,-157.83,-1.3,4.12,-4.57,-0.38,2.82,-34.87
0.9110534191131592,2.99,2.48,-157.95,-1.38,4.2,-4.58,-0.44,2.97,-34.92
